Time,RMSError,TotalError,AverageError,ManTrackedCells,AutoTrackedCells
286,2.2459198451012705,2128.6338111615196,5.0441559506197144,422,2656
287,2.2977422138122003,2227.999336638798,5.279619281134592,422,2669
288,2.2997245857772644,2226.5566647503606,5.28873317042841,421,2678
289,2.2845565491184385,2197.2826215964983,5.219198626119948,421,2682
290,2.2738266328746706,2166.350486119098,5.1702875563701625,419,2685
291,2.3482807715390366,2332.6007521775286,5.514422581979973,423,2679
292,2.3367470520904794,2309.74361024685,5.460386785453546,423,2685
293,2.325436744895412,2282.0308550031223,5.4076560545097685,422,2665
294,2.346559113906653,2318.1690031995768,5.506339675058377,421,2639
295,2.356865071828255,2338.576259024486,5.554812966804004,421,2653
296,2.311388886356324,2259.885361019956,5.342518583971526,423,2655
297,2.341694592144684,2319.5346970980954,5.483533562879658,423,2661
298,2.310720280241833,2253.238706105818,5.339428213520896,422,2674
299,2.2549754961095436,2156.0037429351,5.084914488054482,424,2655
300,2.2785006657141915,2196.0321149881856,5.1915652836600135,423,2662
301,2.332056931581163,2311.3580511576934,5.438489532135749,425,2666
302,2.316950709198664,2276.142489675026,5.368260588856193,424,2676
303,2.322474260084508,2297.795729409665,5.3938866887550825,426,2675
304,2.361461789113114,2375.589758893998,5.576501781441309,426,2682
305,2.304717118911536,2262.793145234857,5.3117209982038895,426,2668
306,2.263046679295369,2166.3438553393244,5.121380272669797,423,2672
307,2.333635914461835,2314.4890470381033,5.445856581266125,425,2671
308,2.2906234414002498,2229.956193874237,5.246955750292323,425,2668
309,2.3479338969977634,2342.9372734852195,5.512793584671105,425,2677
310,2.2983297055307617,2239.7034405778495,5.282319435325117,424,2669
311,2.2842041419337495,2212.2575502995737,5.217588562027297,424,2685
312,2.311232629155993,2264.921616815938,5.341796266075325,424,2694
313,2.292357246486444,2228.078340100019,5.254901745518913,424,2693
314,2.2835169948286547,2205.712293178956,5.21444986567129,423,2701
315,2.3190104545124175,2285.569032458603,5.377809488137889,425,2712
316,2.311574825093169,2270.9357231019194,5.343378172004516,425,2709
317,2.2679882854853215,2186.1026168169255,5.1437708630986485,425,2715
318,2.2826163489554268,2214.393393520406,5.210337396518602,425,2714
319,2.307677306641068,2263.284184424124,5.325374551586174,425,2714
320,2.3271109444214275,2301.564272749545,5.4154453476459885,425,2708
321,2.3343452876061836,2310.447198830139,5.449167921769195,424,2707
322,2.307054271215966,2267.384748803064,5.322499410335832,426,2703
323,2.311927098035626,2260.9379215050953,5.345006906631431,423,2697
324,2.360204172087462,2367.4895869241013,5.570563733939062,425,2703
325,2.391086676668977,2429.8505855211547,5.717295495343893,425,2691
326,2.355995144237829,2342.40093650168,5.550713119672228,422,2676
327,2.3903670284302443,2411.246611915916,5.7138545306064366,422,2670
328,2.423516939741159,2478.5892987436123,5.873434357212352,422,2661
329,2.40738812809638,2434.117391705745,5.795517599299393,420,2652
330,2.4133054803583502,2457.7462901246677,5.8240433415276485,422,2649
331,2.3730775765449774,2376.491811774846,5.631497184300583,422,2627
332,2.4137104471517494,2458.5712077749686,5.825998122689499,422,2624
333,2.4372947024942504,2506.8511069923584,5.940405466806537,422,2626
334,2.434255172745086,2500.60245982728,5.925598246036209,422,2606
335,2.4599850666873784,2553.74419495311,6.051526528324905,422,2601
336,2.4540979264695126,2529.490585734824,6.022596632701962,420,2611
337,2.4358305794002275,2486.0403862357825,5.933270611541247,419,2611
338,2.4432475279834387,2507.172562858817,5.969458482997183,420,2598
339,2.4725139065206996,2579.8231575699415,6.11332501793825,422,2603
340,2.476544430404585,2588.240917254084,6.133272315767971,422,2587
341,2.4718317823199287,2578.399895956678,6.109952360086915,422,2571
342,2.464459588799927,2563.042769357376,6.0735610648279055,422,2577
343,2.4848979619241045,2605.7309458556674,6.174717881174567,422,2568
344,2.4618642853473163,2557.647370495771,6.060775759468652,422,2565
345,2.4068118268284326,2444.537617639234,5.792743169761218,422,2573
346,2.4060525800730774,2431.4173875920515,5.789089018076313,420,2574
347,2.4310159466363723,2482.1321837761416,5.909838532800337,420,2582
348,2.436107835460523,2492.540982116704,5.934621385992153,420,2576
349,2.4301312011718235,2480.3258150617,5.905537654908809,420,2574
350,2.4228907336046994,2465.567792934758,5.8703995069875194,420,2586
351,2.4629036109139055,2547.6755625941573,6.0658941966527555,420,2572
352,2.4116217044207215,2436.870163752671,5.815919245233105,419,2564
353,2.4384005489957334,2503.1806369212745,5.945797237342695,421,2566
354,2.494260853456696,2619.1829633414272,6.221337205086526,421,2566
355,2.517941861475106,2669.153142680632,6.340031217768722,421,2572
356,2.503099697454006,2637.7789081610154,6.265508095394336,421,2573
357,2.47055481762102,2569.632905992452,6.103641106870432,421,2568
358,2.433134346119134,2492.3800961773904,5.9201427462645855,421,2560
359,2.442876176225396,2512.378129207607,5.967644012369613,421,2559
360,2.460608947355667,2548.985080950647,6.054596391806762,421,2539
361,2.4603249815503223,2548.39678524789,6.053199014840594,421,2525
362,2.4258692163258426,2477.518252436008,5.884841454717359,421,2502
363,2.433300449385664,2492.7204034087795,5.920951076980474,421,2488
364,2.4505746323508553,2528.238048091764,6.00531602872153,421,2470
365,2.4734685843173074,2575.697718631564,6.118046837604665,421,2448
366,2.4724097286619657,2573.492953746963,6.112809866382335,421,2414
367,2.4461791980640304,2519.1767136663384,5.983792669041184,421,2342
368,2.553569706268425,2745.2223810489327,6.520718244771811,421,2068
